vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
normal_2.39,84,Car,FINISHED,98,182,2359.7892324640934,0,
truck_flow.163,156,Truck,FINISHED,896,1052,2363.2607300020777,0,
truck_flow.164,160,Truck,FINISHED,901,1061,2350.9340751637974,0,
truck_flow.161,153,Truck,FINISHED,886,1039,2346.514694328571,0,
truck_flow.162,155,Truck,FINISHED,891,1046,2356.464641072637,0,
truck_flow.160,315,Truck,FINISHED,882,1197,2360.0535381409977,0,
truck_flow.158,261,Truck,COLLIDED,872,1133,1428.8840403399024,0,
truck_flow.159,314,Truck,FINISHED,877,1191,2355.584881297251,0,
truck_flow.156,283,Truck,FINISHED,862,1145,2357.714789137559,1,
truck_flow.157,149,Truck,FINISHED,867,1016,2359.2025171148516,0,
truck_flow.154,149,Truck,FINISHED,853,1002,2349.9885005529986,0,
truck_flow.155,151,Truck,FINISHED,858,1009,2360.3982336003833,0,
truck_flow.152,143,Truck,FINISHED,844,987,2354.844480185985,0,
truck_flow.153,144,Truck,FINISHED,848,992,2359.994049489493,0,
truck_flow.150,143,Truck,FINISHED,835,978,2348.0132963768247,0,
truck_flow.151,142,Truck,FINISHED,840,982,2354.0983728466986,0,
truck_flow.149,142,Truck,FINISHED,830,972,2344.699260000459,0,
truck_flow.147,209,Truck,FINISHED,822,1031,2348.9536418491393,0,
normal_2.10,74,Car,FINISHED,25,99,2354.584599939086,0,
truck_flow.148,142,Truck,FINISHED,826,968,2362.830284961036,0,
normal_2.11,75,Car,FINISHED,29,104,2333.9187710676074,0,
truck_flow.145,135,Truck,FINISHED,812,947,2343.512751646965,0,
normal_2.12,86,Car,FINISHED,31,117,2364.412281736279,0,
truck_flow.146,141,Truck,FINISHED,817,958,2364.543605536437,0,
normal_2.13,77,Car,FINISHED,37,114,2343.4259603890528,0,
truck_flow.143,136,Truck,FINISHED,802,938,2345.6318591620657,0,
normal_2.14,77,Car,FINISHED,39,116,2347.875165562572,0,
truck_flow.144,198,Truck,FINISHED,807,1005,2347.489898374283,0,
normal_2.15,80,Car,FINISHED,42,122,2337.588076419008,0,
normal_2.16,78,Car,FINISHED,44,122,2355.4679025958835,0,
normal_2.17,46,Car,COLLIDED,46,92,1523.4190946104986,0,
normal_2.18,76,Car,FINISHED,48,124,2359.68376327632,0,
normal_2.19,75,Car,FINISHED,50,125,2342.376867010452,0,
truck_flow.141,130,Truck,FINISHED,792,922,2353.560268737325,0,
truck_flow.142,185,Truck,FINISHED,797,982,2357.9816754153194,0,
truck_flow.140,185,Truck,FINISHED,787,972,2357.5110442150267,0,
normal_2.62,86,Car,FINISHED,155,241,2343.425662177508,0,
normal_2.63,91,Car,FINISHED,158,249,2358.52145890396,0,
normal_2.64,84,Car,FINISHED,160,244,2357.24297519809,0,
normal_2.65,88,Car,FINISHED,163,251,2368.611772477148,0,
normal_2.66,89,Car,FINISHED,165,254,2365.5951771490336,0,
normal_2.67,87,Car,FINISHED,168,255,2351.965277209966,0,
normal_2.68,84,Car,FINISHED,170,254,2346.402280703989,0,
normal_2.69,91,Car,FINISHED,174,265,2366.60289475831,0,
truck_flow.10,97,Truck,FINISHED,63,160,2348.0061589619554,0,
normal_2.60,96,Car,FINISHED,150,246,2369.6401142866453,0,
normal_2.61,87,Car,FINISHED,153,240,2346.6413612412957,0,
normal_2.73,93,Car,FINISHED,183,276,2363.6467795677977,0,
normal_2.74,88,Car,FINISHED,185,273,2359.883881137705,0,
normal_2.75,95,Car,FINISHED,188,283,2349.1761002429153,3,
normal_2.76,86,Car,FINISHED,190,276,2335.669210859149,0,
normal_2.77,88,Car,FINISHED,193,281,2340.430030592474,0,
normal_2.78,88,Car,FINISHED,195,283,2346.831909696113,0,
normal_2.79,91,Car,FINISHED,198,289,2365.3423161692335,0,
normal_2.70,86,Car,FINISHED,176,262,2367.7248010584813,0,
normal_2.71,90,Car,FINISHED,178,268,2338.8353320316255,0,
normal_2.72,92,Car,FINISHED,180,272,2343.8021910629936,0,
normal_2.40,84,Car,FINISHED,100,184,2361.941175589666,0,
normal_2.41,85,Car,FINISHED,103,188,2345.0997186548434,0,
normal_2.42,85,Car,FINISHED,105,190,2358.4743722963804,0,
normal_2.43,86,Car,FINISHED,108,194,2369.2747564021456,2,
normal_2.44,85,Car,FINISHED,110,195,2362.8212217358264,1,
normal_2.45,84,Car,FINISHED,113,197,2343.234738330342,0,
normal_2.46,85,Car,FINISHED,115,200,2348.724548622541,0,
truck_flow.198,101,Truck,IN_DISTANCE,1098,1199,817.5654910911251,0,
normal_2.47,83,Car,FINISHED,118,201,2349.3321661050463,1,
truck_flow.199,93,Truck,OUT_OF_DISTANCE,1106,1199,745.0304298969248,0,
normal_2.48,85,Car,FINISHED,120,205,2356.5073607672985,0,
normal_2.49,84,Car,FINISHED,123,207,2353.2252500147306,0,
truck_flow.196,115,Truck,OUT_OF_DISTANCE,1084,1199,941.0020310813106,0,
truck_flow.197,108,Truck,OUT_OF_DISTANCE,1091,1199,866.0097535716499,0,
truck_flow.194,127,Truck,UNDER_DISTANCE,1072,1199,462.6597778621456,0,
truck_flow.195,121,Truck,IN_DISTANCE,1078,1199,994.6863394571362,0,
truck_flow.192,140,Truck,OUT_OF_DISTANCE,1059,1199,1182.5942612807578,0,
truck_flow.193,134,Truck,OUT_OF_DISTANCE,1065,1199,1107.4633298292808,0,
truck_flow.190,153,Truck,OUT_OF_DISTANCE,1046,1199,1437.4623780558982,0,
truck_flow.191,146,Truck,OUT_OF_DISTANCE,1053,1199,1259.5374018325215,0,
normal_2.51,84,Car,FINISHED,128,212,2370.244478836848,0,
normal_2.52,88,Car,FINISHED,130,218,2367.573651477396,0,
normal_2.53,85,Car,FINISHED,133,218,2350.399567879261,0,
normal_2.54,89,Car,FINISHED,135,224,2346.297391298177,0,
normal_2.55,87,Car,FINISHED,138,225,2364.9154734855447,0,
truck_flow.189,159,Truck,OUT_OF_DISTANCE,1040,1199,1588.9975622912118,0,
normal_2.56,92,Car,FINISHED,140,232,2353.8785027696526,1,
normal_2.57,79,Car,FINISHED,143,222,2339.765356769717,0,
truck_flow.187,171,Truck,OUT_OF_DISTANCE,1028,1199,2021.1683737649741,0,
normal_2.58,89,Car,FINISHED,145,234,2335.973084167537,0,
truck_flow.188,165,Truck,OUT_OF_DISTANCE,1034,1199,1797.685645794991,0,
normal_2.59,88,Car,FINISHED,148,236,2349.3341105920445,1,
truck_flow.185,183,Truck,NO_LEADER,1016,1199,2356.7395648327893,0,
truck_flow.186,177,Truck,OUT_OF_DISTANCE,1022,1199,2245.212538875253,0,
truck_flow.183,188,Truck,FINISHED,1004,1192,2345.8478498887766,0,
truck_flow.184,184,Truck,FINISHED,1010,1194,2346.6340639447412,0,
truck_flow.181,207,Truck,OUT_OF_DISTANCE,992,1199,784.2719698240685,0,
