Version,Timestamp,Simuliertes Szenario,Steps,Flocking,Fertige Fahrzeuge,Emergency Brakes,Kollisionen,avg Zeit,avg Distanz in Metern,UNDER_DISTANCE,IN_DISTANCE,OUT_OF_DISTANCE,NO_LEADER,Flocking Config
300 steps,2024-10-12T14:53:55.896356200,ENDE_EINER_SPUR,300,true,255,169,20,74.81266490765171,1964.0998110813157,min:1  avg:10.564102564102564  max:45,min:1  avg:31.1  max:81,min:1  avg:31.021951219512196  max:85,min:1  avg:5.910299003322259  max:66,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T14:56:28.634140,ENDE_EINER_SPUR,300,true,235,78,14,84.6045918367347,1839.7794642895333,min:1  avg:11.404692082111437  max:44,min:1  avg:30.95090439276486  max:92,min:1  avg:39.64320388349515  max:95,min:1  avg:7.072  max:73,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T14:59:18.549413100,ENDE_EINER_SPUR,300,true,237,51,14,83.43622448979592,1849.0378558667815,min:1  avg:11.202247191011235  max:40,min:1  avg:33.0613810741688  max:85,min:1  avg:37.29807692307692  max:102,min:1  avg:7.333333333333333  max:62,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:01:40.651953200,ENDE_EINER_SPUR,300,true,228,199,33,78.0,1905.1789814928618,min:1  avg:10.848648648648648  max:38,min:1  avg:27.446700507614214  max:86,min:1  avg:33.83816425120773  max:77,min:1  avg:6.5  max:63,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:05:53.080476100,ENDE_EINER_SPUR,300,true,245,86,13,94.71875,1596.711531184942,min:1  avg:13.077481840193705  max:64,min:1  avg:40.67670682730924  max:108,min:1  avg:39.408366533864545  max:116,min:1  avg:7.062015503875969  max:62,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:08:21.600412100,ENDE_EINER_SPUR,300,true,245,65,20,79.6622691292876,1913.5538544980461,min:1  avg:11.761627906976743  max:41,min:1  avg:31.130434782608695  max:81,min:1  avg:34.13768115942029  max:78,min:1  avg:6.8143939393939394  max:69,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
500 steps,2024-10-12T15:12:39.482647400,ENDE_EINER_SPUR,500,true,490,91,31,86.2601880877743,2065.236549969317,min:1  avg:10.646864686468646  max:45,min:1  avg:34.03921568627451  max:85,min:1  avg:37.23232323232323  max:90,min:1  avg:6.0770750988142295  max:63,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:26:43.590556900,ENDE_EINER_SPUR,300,true,255,42,16,78.68992248062015,1952.4719834498253,min:1  avg:9.621387283236995  max:36,min:1  avg:32.164556962025316  max:89,min:1  avg:34.157384987893465  max:92,min:1  avg:6.7700729927007295  max:116,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:39:05.431127200,ENDE_EINER_SPUR,300,true,261,49,14,74.81958762886597,1950.7209196428564,min:1  avg:8.722222222222221  max:34,min:1  avg:30.1734693877551  max:97,min:1  avg:33.52682926829268  max:85,min:1  avg:6.219178082191781  max:70,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:44:13.720043400,ENDE_EINER_SPUR,300,true,254,42,12,77.05837563451777,1884.290208871857,min:1  avg:9.254545454545454  max:35,min:1  avg:31.099236641221374  max:94,min:1  avg:35.02669902912621  max:92,min:1  avg:6.736462093862816  max:63,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:51:04.015926300,ENDE_EINER_SPUR,300,true,250,48,14,77.706940874036,1909.0732311652764,min:1  avg:9.518072289156626  max:36,min:1  avg:31.60362694300518  max:82,min:1  avg:35.21760391198044  max:88,min:1  avg:6.6911764705882355  max:61,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:53:33.805045400,ENDE_EINER_SPUR,300,true,249,53,10,77.06,1891.1152144304806,min:1  avg:9.148936170212766  max:39,min:1  avg:31.243037974683546  max:101,min:1  avg:35.42307692307692  max:90,min:1  avg:6.8277153558052435  max:63,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T15:59:45.148589300,ENDE_EINER_SPUR,300,true,256,38,8,77.3069306930693,1885.7202478377633,min:1  avg:8.958730158730159  max:41,min:1  avg:31.25  max:91,min:1  avg:36.74514563106796  max:85,min:1  avg:6.819852941176471  max:112,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:06:53.126599800,ENDE_EINER_SPUR,300,true,251,52,11,80.18341708542714,1868.8649797303653,min:1  avg:10.183183183183184  max:46,min:1  avg:31.244897959183675  max:90,min:1  avg:37.45542168674699  max:90,min:1  avg:6.680297397769516  max:62,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:14:56.667716300,ENDE_EINER_SPUR,300,true,248,39,18,81.06788511749347,1937.9547817715186,min:1  avg:9.613832853025936  max:41,min:1  avg:32.05852417302799  max:86,min:1  avg:35.792771084337346  max:88,min:1  avg:6.830188679245283  max:63,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:17:28.005501700,ENDE_EINER_SPUR,300,true,251,45,13,78.30077120822622,1903.4159927638088,min:1  avg:9.770149253731343  max:39,min:1  avg:32.067532467532466  max:83,min:2  avg:34.88780487804878  max:83,min:1  avg:6.87037037037037  max:70,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:21:37.275252200,ENDE_EINER_SPUR,300,true,255,73,9,78.15671641791045,1875.730446120773,min:1  avg:10.154078549848943  max:44,min:1  avg:28.591259640102827  max:80,min:1  avg:38.3125  max:87,min:1  avg:6.858736059479554  max:62,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:26:45.093748900,ENDE_EINER_SPUR,300,false,180,0,0,100.86737400530504,1665.5081359288472,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:29:40.761039100,ENDE_EINER_SPUR,300,true,250,63,7,79.8128078817734,1852.579214170934,min:1  avg:10.771604938271604  max:41,min:1  avg:29.76485788113695  max:94,min:1  avg:39.65458937198068  max:101,min:1  avg:6.632958801498128  max:67,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:36:24.977401600,ENDE_EINER_SPUR,300,false,180,0,0,99.20744680851064,1679.2501440679762,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,min:-1  avg:-1.0  max:-1,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
300 steps,2024-10-12T16:39:33.669656700,ENDE_EINER_SPUR,300,true,237,46,10,79.3425,1836.4796799532542,min:1  avg:8.990625  max:31,min:1  avg:32.915601023017906  max:92,min:1  avg:36.509661835748794  max:94,min:1  avg:7.2684824902723735  max:69,Radius: 50.0 Cooldown: 30.0 MinNumber: 2.0 Speed Perc: 0.7
