vehicleId, time, type, last state, creationStep, lastStep, traveledDistance, emergencyBrakes
normal_1.411,116,Car,FINISHED,1028,1144,2780.9791890519928,0,
normal_1.410,118,Car,FINISHED,1026,1144,2789.813017252137,0,
normal_2.205,57,Car,COLLIDED,513,570,1492.0744725417821,1,
truck_flow.130,122,Truck,FINISHED,665,787,2765.7539930867565,1,
normal_2.204,22,Car,COLLIDED,510,532,614.7219273870238,0,
truck_flow.131,104,Truck,FINISHED,671,775,2787.1766259780848,0,
normal_2.203,7,Car,COLLIDED,508,515,186.09336929990076,0,
normal_2.202,49,Car,COLLIDED,505,554,1261.957119893764,0,
normal_2.209,62,Car,COLLIDED,523,585,1694.6326045586727,0,
normal_2.208,101,Car,FINISHED,520,621,2780.4326652272116,1,
normal_2.207,103,Car,FINISHED,518,621,2792.7104300771935,0,
normal_2.206,104,Car,FINISHED,515,619,2770.875447811656,1,
truck_flow.127,103,Truck,FINISHED,648,751,2769.6322547470454,0,
truck_flow.128,103,Truck,FINISHED,653,756,2783.0575786943537,0,
truck_flow.125,91,Truck,COLLIDED,640,731,1766.1211555026657,1,
truck_flow.126,104,Truck,FINISHED,644,748,2787.0078464388876,0,
normal_2.201,109,Car,FINISHED,503,612,2785.3547017560827,1,
truck_flow.123,104,Truck,FINISHED,630,734,2786.8522582443893,0,
normal_2.200,107,Car,FINISHED,500,607,2795.361418543838,1,
truck_flow.124,105,Truck,FINISHED,634,739,2772.103503548794,0,
truck_flow.121,111,Truck,COLLIDED,620,731,1790.0500000000002,0,
truck_flow.122,107,Truck,FINISHED,625,732,2774.3991753351347,0,
truck_flow.129,103,Truck,FINISHED,659,762,2765.088219232153,0,
normal_1.400,115,Car,FINISHED,1000,1115,2785.265388205871,0,
truck_flow.120,105,Truck,FINISHED,615,720,2783.07273911435,0,
normal_2.230,108,Car,FINISHED,575,683,2763.9159764475107,0,
truck_flow.116,105,Truck,FINISHED,596,701,2781.7378840182137,0,
truck_flow.117,104,Truck,FINISHED,601,705,2771.070987826348,0,
truck_flow.114,110,Truck,FINISHED,587,697,2784.3934938436078,0,
truck_flow.115,106,Truck,FINISHED,592,698,2779.137389599684,0,
truck_flow.112,106,Truck,FINISHED,576,682,2765.412799084981,0,
normal_2.234,106,Car,FINISHED,586,692,2796.1752360031724,0,
truck_flow.113,104,Truck,FINISHED,581,685,2783.022527198207,0,
normal_2.233,103,Car,FINISHED,584,687,2786.839088377735,1,
truck_flow.110,108,Truck,FINISHED,567,675,2787.865433904399,0,
normal_2.232,106,Car,FINISHED,580,686,2785.484388723376,1,
truck_flow.111,106,Truck,FINISHED,572,678,2782.4153614384586,0,
normal_2.231,102,Car,FINISHED,578,680,2780.8563186531037,0,
normal_1.428,112,Car,FINISHED,1070,1182,2780.892242545371,0,
normal_1.427,60,Car,COLLIDED,1068,1128,1164.7460981677914,1,
normal_1.429,6,Car,COLLIDED,1073,1079,128.82685338593046,0,
normal_1.424,115,Car,FINISHED,1060,1175,2778.3317106837594,0,
normal_1.423,120,Car,FINISHED,1058,1178,2788.6068728830764,0,
truck_flow.118,105,Truck,FINISHED,605,710,2769.727031864816,0,
normal_1.426,116,Car,FINISHED,1065,1181,2788.8189758118924,0,
truck_flow.119,104,Truck,FINISHED,610,714,2771.9220201515677,0,
normal_1.425,120,Car,FINISHED,1063,1183,2787.460886552685,0,
normal_1.431,109,Car,FINISHED,1080,1189,2789.0750068981747,0,
normal_1.430,111,Car,FINISHED,1075,1186,2791.1272260515584,0,
normal_1.433,111,Car,FINISHED,1083,1194,2760.8220255474557,0,
normal_1.432,116,Car,FINISHED,1081,1197,2784.735645910502,0,
normal_2.227,52,Car,COLLIDED,569,621,1310.324094325972,0,
normal_2.226,102,Car,FINISHED,565,667,2788.957424675058,1,
