Version,Timestamp,Simuliertes Szenario,Steps,Flocking,Fertige Fahrzeuge,Emergency Brakes,Kollisionen,avg Zeit,avg Distanz in Metern,UNDER_DISTANCE,IN_DISTANCE,OUT_OF_DISTANCE,NO_LEADER,Flocking Config
500 steps ohne Konsens mit Alignment,2024-10-04T04:23:55.187977800,DREISPURIGE_AUTOBAHN,500,true,7,5,1,296.65503875968994,1950.193899348041,min:1  avg:65.9090909090909  max:131,min:2  avg:168.02197802197801  max:354,min:1  avg:213.8032345013477  max:494,min:3  avg:150.0  max:480,Radius: 70 Spe1: 0.20000000000000007 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T04:26:57.537666500,DREISPURIGE_AUTOBAHN,500,true,333,412,2,177.758346581876,3318.2946506702765,min:1  avg:2.540625  max:9,min:1  avg:123.74912891986062  max:320,min:1  avg:65.2212543554007  max:188,min:1  avg:7.921348314606742  max:185,Radius: 70 Spe1: 5.551115123125783E-17 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T04:30:00.109661800,DREISPURIGE_AUTOBAHN,500,true,331,354,1,176.41981132075472,3302.8506183618783,min:1  avg:2.4597701149425286  max:10,min:1  avg:104.26605504587155  max:304,min:1  avg:89.59726962457339  max:222,min:1  avg:7.326589595375722  max:176,Radius: 70 Spe1: 5.551115123125783E-17 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T04:33:18.645296800,DREISPURIGE_AUTOBAHN,500,true,306,256,0,186.72151898734177,3095.846934779804,min:1  avg:2.6467391304347827  max:9,min:1  avg:99.51102204408818  max:308,min:1  avg:114.922942206655  max:237,min:1  avg:8.132911392405063  max:185,Radius: 70 Spe1: 5.551115123125783E-17 Sep2: 0.6000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T04:36:40.529325100,DREISPURIGE_AUTOBAHN,500,true,287,198,0,189.74330708661418,2950.3566362573915,min:1  avg:2.976923076923077  max:9,min:1  avg:98.49411764705883  max:290,min:1  avg:130.46404109589042  max:264,min:1  avg:7.782467532467533  max:152,Radius: 70 Spe1: 5.551115123125783E-17 Sep2: 0.4000000000000001
500 steps ohne Konsens mit Alignment,2024-10-04T04:40:15.193732700,DREISPURIGE_AUTOBAHN,500,true,244,91,0,205.31493506493507,2777.998642891539,min:1  avg:3.3504273504273505  max:10,min:1  avg:102.41791044776119  max:299,min:1  avg:149.13513513513513  max:305,min:1  avg:9.77431906614786  max:189,Radius: 70 Spe1: 5.551115123125783E-17 Sep2: 0.20000000000000007
500 steps ohne Konsens mit Alignment,2024-10-04T04:44:27.984580100,DREISPURIGE_AUTOBAHN,500,true,8,5,1,303.712,1933.8742253428363,min:1  avg:79.71779141104294  max:152,min:1  avg:158.96296296296296  max:357,min:1  avg:215.92894736842106  max:492,min:1  avg:115.61538461538461  max:474,Radius: 70 Spe1: 5.551115123125783E-17 Sep2: 5.551115123125783E-17
500 steps ohne Konsens mit Alignment,2024-10-04T04:47:37.068565800,DREISPURIGE_AUTOBAHN,500,true,328,491,1,180.30047694753577,3290.5325071019274,min:1  avg:2.5915915915915915  max:9,min:1  avg:125.03152364273205  max:283,min:1  avg:67.16145833333333  max:197,min:1  avg:7.883190883190883  max:197,Radius: 90 Spe1: 1.0 Sep2: 1.0
500 steps ohne Konsens mit Alignment,2024-10-04T04:50:45.043573700,DREISPURIGE_AUTOBAHN,500,true,327,314,0,182.43720190779015,3263.732246630874,min:1  avg:2.497835497835498  max:10,min:1  avg:109.27037037037037  max:303,min:1  avg:92.31881533101046  max:209,min:1  avg:7.275659824046921  max:189,Radius: 90 Spe1: 1.0 Sep2: 0.8
500 steps ohne Konsens mit Alignment,2024-10-04T04:54:01.596149100,DREISPURIGE_AUTOBAHN,500,true,302,242,0,186.4031746031746,3118.2774027752753,min:1  avg:2.95679012345679  max:11,min:1  avg:95.9899193548387  max:292,min:1  avg:116.31314878892734  max:239,min:1  avg:7.7555555555555555  max:184,Radius: 90 Spe1: 1.0 Sep2: 0.6000000000000001
